voxels,num_points
20551
20912
21180
21449
21718
38112
38114
38386
38566
38650
38742
38744
38751
38762
38920
38928
38933
39016
39027
39029
39031
39110
39114
39121
39186
39208
39275
39278
39280
39367
39384
39386
39455
39457
39459
39635
39637
39639
39651
39722
39724
39724
39726
39747
39812
39814
39819
39821
39823
39823
39835
39838
39902
39908
39909
39911
39913
39914
39916
39918
39920
39927
39993
40001
40003
40004
40004
40005
40006
40006
40008
40011
40013
40085
40086
40093
40096
40099
40104
40106
40107
40184
40186
40188
40265
40281
40282
40289
40357
40368
40369
40377
40450
40456
40460
40462
40468
40468
40534
40536
40539
40543
40553
40626
40628
40649
40715
40722
40725
40726
40731
40736
40739
40808
40811
40812
40827
40896
40897
40907
40914
40918
40984
40986
40986
40996
41005
41076
41077
41084
41085
41087
41092
41096
41098
41164
41165
41169
41170
41170
41171
41172
41174
41187
41257
41258
41259
41260
41261
41263
41266
41272
41273
41276
41278
41344
41346
41346
41349
41351
41355
41356
41364
41365
41434
41434
41435
41442
41444
41445
41451
41452
41453
41454
41456
41457
41522
41523
41523
41524
41525
41528
41529
41531
41534
41536
41612
41613
41617
41617
41619
41622
41623
41633
41634
41636
41637
41705
41706
41706
41707
41708
41709
41710
41711
41713
41714
41715
41725
41728
41792
41793
41793
41796
41796
41798
41800
41801
41802
41803
41805
41814
41817
41818
41882
41882
41885
41885
41886
41888
41889
41890
41891
41892
41892
41894
41905
41907
41908
41971
41972
41972
41973
41973
41974
41975
41975
41976
41977
41980
41981
41982
41982
41983
42061
42063
42065
42066
42067
42068
42068
42069
42069
42069
42070
42071
42073
42152
42152
42152
42153
42154
42155
42155
42155
42156
42157
42159
42160
42160
42161
42162
42163
42164
42241
42242
42243
42243
42244
42244
42245
42245
42246
42248
42248
42248
42249
42251
42251
42252
42331
42332
42332
42332
42332
42334
42334
42336
42337
42337
42338
42339
42340
42340
42340
42341
42342
42342
42421
42421
42421
42422
42422
42422
42422
42422
42423
42424
42425
42425
42426
42426
42426
42427
42428
42428
42429
42430
42430
42431
42431
42432
42432
42433
42433
42511
42511
42511
42512
42512
42513
42514
42517
42517
42517
42518
42518
42519
42519
42519
42519
42520
42521
42521
42522
42522
42523
42523
42523
42524
42524
42602
42603
42606
42606
42606
42606
42607
42607
42608
42608
42608
42609
42609
42610
42611
42612
42612
42612
42613
42613
42613
42613
42613
42614
42614
42692
42692
42692
42692
42693
42695
42695
42696
42696
42697
42697
42698
42698
42698
42699
42699
42700
42701
42701
42702
42702
42702
42702
42702
42703
42704
42704
42704
42704
42782
42782
42783
42785
42785
42786
42786
42786
42786
42786
42786
42787
42787
42787
42787
42788
42788
42788
42788
42789
42789
42789
42789
42790
42790
42790
42790
42791
42792
42792
42792
42792
42792
42793
42793
42793
42793
42793
42793
42794
42794
42795
42872
42873
42873
42874
42875
42875
42875
42876
42876
42876
42876
42877
42877
42877
42877
42878
42878
42878
42878
42879
42879
42879
42879
42880
42880
42880
42880
42880
42881
42881
42882
42882
42882
42882
42882
42882
42883
42883
42883
42883
42883
42884
42884
42884
42884
42963
42964
42965
42965
42965
42966
42966
42966
42966
42966
42967
42967
42967
42967
42968
42968
42968
42968
42968
42968
42969
42969
42969
42969
42969
42970
42970
42970
42970
42971
42971
42971
42971
42971
42972
42972
42972
42972
42972
42973
42973
42973
42973
42973
42973
42974
43055
43055
43055
43055
43056
43056
43057
43057
43057
43057
43058
43058
43058
43058
43058
43058
43058
43058
43059
43059
43059
43059
43059
43059
43060
43060
43060
43060
43061
43061
43061
43061
43061
43061
43061
43061
43061
43062
43062
43062
43062
43062
43063
43063
43063
43063
43063
43063
43144
43147
43147
43147
43147
43147
43147
43147
43147
43147
43147
43148
43148
43148
43148
43148
43149
43149
43149
43149
43149
43149
43150
43150
43150
43150
43150
43150
43150
43150
43150
43150
43150
43150
43151
43151
43151
43151
43151
43151
43151
43151
43151
43151
43151
43151
43152
43152
43152
43152
43152
43152
43153
43153
43153
43153
43153
43235
43236
43236
43236
43236
43236
43237
43237
43237
43237
43237
43237
43237
43237
43237
43237
43238
43238
43238
43238
43238
43238
43238
43238
43238
43238
43238
43239
43239
43239
43239
43239
43239
43239
43239
43239
43239
43239
43239
43239
43240
43240
43240
43240
43240
43240
43240
43240
43240
43240
43241
43241
43241
43241
43241
43241
43241
43241
43241
43241
43241
43241
43241
43241
43241
43242
43242
43242
43242
43242
43242
43242
43242
43242
43242
43242
43242
43242
43242
43242
43242
43243
43243
43243
43243
43243
43243
43243
43243
43243
43243
43243
43244
43244
43326
43326
43326
43326
43326
43326
43326
43327
43327
43327
43327
43327
43327
43327
43327
43327
43328
43328
43328
43328
43328
43328
43328
43328
43328
43328
43328
43328
43328
43329
43329
43329
43329
43329
43329
43329
43329
43329
43329
43329
43329
43329
43330
43330
43330
43330
43330
43330
43330
43330
43330
43330
43330
43330
43330
43330
43331
43331
43331
43331
43331
43331
43331
43331
43331
43331
43331
43331
43331
43331
43331
43332
43332
43332
43332
43332
43332
43332
43332
43332
43332
43332
43332
43332
43332
43332
43332
43332
43332
43332
43333
43333
43333
43333
43333
43333
43333
43333
43333
43333
43333
43333
43333
43333
43333
43333
43333
43333
43333
43333
43333
43333
43333
43333
43333
43333
43333
43333
43333
43333
43333
43333
43334
43334
43334
43334
43334
43334
43334
43334
43334
43334
43334
43334
43334
43334
43334
43334
43334
43335
43335
43335
43335
43335
43335
43335
43335
43335
43336
43336
43336
43336
43336
43336
43336
43336
43336
43336
43336
43336
43336
43336
43336
43336
43337
43337
43337
43337
43337
43337
43337
43337
43337
43417
43417
43417
43417
43417
43417
43417
43417
43418
43418
43418
43418
43418
43418
43418
43418
43418
43418
43418
43418
43418
43418
43418
43418
43419
43419
43419
43419
43419
43419
43419
43419
43419
43419
43419
43419
43419
43419
43419
43419
43419
43419
43420
43420
43420
43420
43420
43420
43420
43420
43420
43420
43420
43420
43420
43420
43420
43420
43420
43420
43421
43421
43421
43421
43421
43421
43421
43421
43421
43421
43421
43421
43421
43421
43421
43421
43421
43421
43421
43421
43421
43421
43421
43421
43422
43422
43422
43422
43422
43422
43422
43422
43422
43422
43422
43422
43422
43422
43422
43422
43422
43422
43422
43422
43422
43422
43422
43422
43422
43422
43422
43422
43422
43422
43422
43423
43423
43423
43423
43423
43423
43423
43423
43423
43423
43423
43423
43423
43423
43423
43423
43423
43423
43423
43423
43423
43423
43423
43423
43423
43423
43423
43423
43423
43423
43423
43423
43423
43423
43423
43423
43423
43423
43424
43424
43424
43424
43424
43424
43424
43424
43424
43424
43424
43424
43424
43424
43424
43424
43424
43424
43424
43424
43424
43424
43424
43424
43424
43424
43424
43424
43424
43424
43424
43425
43425
43425
43425
43425
43425
43425
43425
43425
43425
43425
43425
43425
43425
43425
43425
43425
43425
43425
43425
43425
43425
43425
43426
43426
43426
43426
43426
43426
43426
43426
43426
43426
43426
43426
43426
43426
43426
43426
43426
43426
43426
43426
43427
43427
43427
43427
43507
43507
43507
43508
43508
43508
43508
43508
43508
43508
43508
43508
43508
43508
43508
43508
43508
43508
43509
43509
43509
43509
43509
43509
43509
43509
43509
43509
43509
43509
43509
43509
43509
43509
43509
43509
43509
43509
43509
43509
43509
43509
43509
43510
43510
43510
43510
43510
43510
43510
43510
43510
43510
43510
43510
43510
43510
43510
43510
43510
43510
43510
43510
43510
43510
43511
43511
43511
43511
43511
43511
43511
43511
43511
43511
43511
43511
43511
43511
43511
43511
43511
43511
43511
43511
43512
43512
43512
43512
43512
43512
43512
43512
43512
43512
43512
43512
43512
43512
43512
43512
43512
43512
43512
43512
43512
43512
43512
43512
43512
43512
43512
43512
43512
43513
43513
43513
43513
43513
