x,y,z
-2871.73047,5113.22754,-956.78223
-4339.96680,5568.53857,-937.52325
-3897.98096,5402.61084,-918.24121
-3412.19385,5559.41797,-936.76239
-3130.69482,5568.96680,-984.02185
-5002.57666,5953.10156,-943.77142
-4607.47656,5910.48145,-948.83557
-4138.64453,5734.47266,-931.20563
-3875.59106,5808.96436,-908.56586
-3465.14673,5890.58301,-955.52966
-1707.09961,5856.35791,-926.16803
-5144.67090,6121.32080,-920.98071
-4780.02783,6130.55322,-936.24652
-4428.37158,6134.18359,-949.70551
-3795.77881,6177.37793,-931.75897
-3487.88452,6195.24707,-988.56854
-1823.30408,6266.67578,-912.38031
-1786.78259,6135.55029,-931.76959
-1321.05627,6264.16064,-907.88440
-5084.63379,6519.93213,-944.81244
-3974.42334,6465.40430,-929.42438
-3591.37305,6375.58936,-973.56696
-1883.06641,6477.73828,-902.55548
-1630.83521,6520.15967,-907.42346
-1382.34863,6560.50244,-909.76959
-5257.43164,6740.24512,-924.18005
-4945.96191,6847.56348,-956.72784
-4686.58154,6748.80029,-975.05371
-4140.74023,6733.28174,-920.30823
-3788.42627,6721.90771,-980.34558
-1441.18933,6845.44580,-906.50873
-5437.60498,6970.00244,-901.39380
-5047.86914,6986.96484,-923.52747
-4635.13428,6940.52148,-933.33636
-3979.06641,7054.97559,-956.09497
-2019.19165,6951.81592,-925.16223
-4557.15918,7407.62744,-960.13800
-1827.05481,7316.58105,-926.88715
-1251.99792,7269.74561,-912.57251
-4322.25928,7658.25537,-959.65002
-2201.79883,7586.55615,-962.29773
-1930.93579,7738.44531,-932.12244
-1588.29126,7550.14648,-952.72687
-4879.24219,7926.99170,-943.27179
-4572.84668,8098.82080,-959.52930
-2331.28369,8038.81201,-969.58203
-1353.06055,7862.47070,-938.01440
-1705.97266,8115.68750,-973.53864
-1429.86816,8314.71582,-940.26099
-6137.42725,8489.60742,-930.50861
-5768.46582,8630.28027,-971.88135
-5264.26074,8548.37500,-927.13495
-4759.03125,8425.20215,-940.68970
-2480.68945,8560.16797,-979.21417
-2118.49854,8496.23926,-970.55096
-1808.94397,8611.71582,-979.47845
-6477.72070,8958.63965,-914.63043
-5039.34619,8918.11426,-934.90106
-2693.17773,9299.75391,-1006.04718
-2245.46436,9011.57812,-973.44214
-1555.18591,9049.54590,-967.15918
-6297.47168,9419.40820,-992.22400
-4452.15771,9424.49219,-900.38184
-1968.30432,9376.73535,-1008.25061
-2444.56958,9816.95312,-999.54016
-1672.41858,9737.91602,-980.33295
-934.37183,9629.80371,-902.16876
-6700.58203,10020.05176,-982.66083
-2928.90698,10120.26855,-1032.02722
-2105.59937,10037.21875,-1017.01074
-6409.41016,10404.84180,-1055.22717
-1793.69373,10450.31348,-987.31818
-1017.45270,10491.88086,-918.02643
-7103.88770,10620.88672,-964.44122
-6589.57129,10694.35352,-1009.35187
-5972.93750,10566.57422,-1035.70129
-2646.56030,10634.55078,-1016.89709
-2240.44263,10686.44531,-1016.58868
-7327.60986,10953.21094,-915.11823
-6989.39893,11340.33594,-990.59613
-3221.07837,11136.56348,-1066.66370
-1080.91724,11152.09668,-906.87817
-6501.35498,11497.61914,-1048.65979
-2421.86841,11558.33301,-1028.00818
-1957.41528,11410.57422,-1007.44159
-7370.52344,11955.88574,-960.36847
-2949.54639,11858.75684,-1060.57043
-1184.76843,12229.42383,-918.98694
-7100.87646,12554.05664,-1059.57715
-3609.53345,12486.70898,-1118.70483
-2139.32812,12477.54102,-1024.52661
-7394.22559,13069.02637,-1014.15491
-2973.89282,13189.12012,-912.52118
-2801.88135,13378.98535,-1107.24072
-2484.78687,13351.27148,-925.17017
-7764.22266,13719.46680,-971.37354
-4708.54492,13709.99414,-901.25085
-3373.72705,13571.37891,-1129.84180
-4271.89502,14071.59473,-912.07007
-1859.50354,13894.85938,-1049.98718
-7365.37646,14206.78711,-902.89319
-3782.45532,14322.79883,-914.03156
-3233.18457,14339.39648,-901.54260
-2420.28223,14123.04004,-1072.43848
-8234.55078,14547.15527,-931.14398
-3066.66479,14650.48633,-1122.00415
-2689.72510,14451.63086,-910.87134
-5796.21582,15064.66406,-911.97455
-1457.08911,15047.02734,-1037.90979
-5277.75195,15369.56641,-911.00763
-4690.61475,15452.56836,-902.50098
-1799.51245,15862.75684,-954.33521
-2162.67480,16167.45117,-1121.99512
-2796.23535,16324.13086,-1138.88318
-2438.39502,16227.06445,-988.59174
-4392.31885,16633.31250,-955.68097
-4100.89404,16512.14062,-1170.82422
-3729.72949,16541.94727,-935.62585
-3113.96729,16730.18750,-949.74103
-1896.59546,16713.54297,-902.46356
-3534.93896,16895.20703,-1189.68738
-2915.48926,17027.28711,-1082.99707
-2265.84839,16945.63477,-1071.56482
-1650.94458,17055.82227,-1071.36377
-4265.37207,17181.55664,-1112.38000
-2612.33301,17382.08789,-950.95233
-2303.94312,17236.89844,-983.83527
-1033.43091,17124.72070,-965.14459
-3652.62036,17464.87891,-1122.15149
-3762.94678,17999.15625,-1045.62439
-3058.99829,17872.05664,-1026.66333
-2392.83105,17907.84180,-911.92877
-1724.79431,17825.29297,-1009.93250
-4605.87109,18560.15820,-1087.31677
-1797.49011,18582.69531,-938.49469
-3983.59937,19061.02930,-990.00000
-3248.99609,18988.44336,-973.93774
-4931.94189,19880.88477,-1042.32544
-5800.81836,20112.87891,-1181.44666
-5035.82275,20305.78320,-939.70319
-2757.90649,20646.11133,-924.39709
-3614.84277,21132.85156,-953.95496
-7102.30908,24641.36523,-1144.22937
-4233.34619,24755.09375,-965.30103
-5322.22607,25480.50586,-1010.06433
-618.52551,-24360.48242,-611.33704
-2189.81665,-22657.73633,-664.20337
-577.11462,-22725.59180,-709.86273
-2964.25342,-22203.82031,-641.58783
-2147.12231,-22211.57031,-787.55627
-1341.60168,-22256.86523,-659.06158
274.22501,-22274.89453,-681.38666
1120.74585,-22294.46094,-662.92529
2776.87061,-22231.31641,-667.01514
-1325.00232,-21977.07617,-785.77106
-562.19446,-22133.41016,-827.33466
269.35254,-21874.58984,-803.51508
1928.50452,-21797.48047,-640.70874
-2846.79443,-21319.80664,-746.99506
1864.54419,-21454.07617,-718.59729
3455.51270,-21309.73242,-654.46326
-2045.57886,-21156.12305,-880.13916
1097.38818,-21190.00000,-731.42450
2655.55176,-21263.01562,-769.10840
5060.72705,-21153.18164,-655.38959
1016.10168,-20850.87500,-775.02100
4172.66748,-20892.29102,-655.89911
253.55385,-20586.52344,-882.71899
-1226.12781,-20332.25781,-851.90790
-515.30267,-20282.25781,-882.79437
1048.03821,-20251.24414,-822.07538
-3370.27124,-19711.27344,-683.40393
-2642.03467,-19781.72461,-814.66046
-1164.06433,-19667.25000,-638.13116
296.92157,-19684.14648,-729.91296
961.81885,-19732.09375,-854.70752
1740.67004,-19686.20312,-819.70172
5396.27100,-19524.83008,-642.33441
2352.65356,-19315.50781,-615.83002
4657.99805,-19469.38086,-726.15167
-3248.99609,-18997.58594,-775.39209
3089.90845,-19056.29688,-703.70215
3725.70093,-18930.87891,-620.76562
5242.03271,-18965.81445,-744.60968
-404.67294,-18643.27539,-620.88800
971.39050,-18785.47852,-876.77686
1599.83618,-18732.58984,-705.12469
2323.20215,-18604.97070,-787.76465
3737.25122,-18712.43945,-704.67560
-1775.56592,-18358.51562,-876.62482
1564.12183,-18309.83203,-801.74603
2232.28955,-18323.37695,-696.76715
2951.78857,-18564.03906,-605.49316
4378.66309,-18453.08984,-709.23792
5097.27832,-18441.00586,-841.38788
5844.96338,-18514.40039,-619.63849
-393.53784,-18087.77148,-710.58978
1604.46411,-18152.61523,-867.06030
2964.21362,-18282.46875,-788.81335
3554.31543,-18056.07031,-703.01343
-3699.20264,-17713.83398,-602.69678
2238.96973,-17933.84375,-870.06354
2890.24731,-17827.80469,-880.11298
3593.04932,-17990.70117,-790.23767
5678.02588,-17984.32031,-717.22595
855.00409,-17535.75391,-867.40210
2148.17993,-17628.53320,-778.69556
2797.34814,-17588.90039,-681.74982
5536.26221,-17533.82227,-811.75348
-1028.08032,-17352.82031,-666.00531
-378.30283,-17340.11719,-784.99506
258.48697,-17219.74219,-794.54236
1485.55005,-17385.06055,-868.16071
2733.31201,-17181.84766,-771.58398
3420.55151,-17248.33594,-821.85303
4087.52783,-17223.64062,-769.52441
-3552.10083,-17005.55664,-683.08722
-2249.97534,-16841.68359,-797.12457
878.69769,-17008.69531,-897.30676
2055.36938,-16862.01367,-848.53210
-980.01831,-16522.77344,-732.23560
2650.44141,-16656.01172,-850.40625
3950.51978,-16778.21094,-765.19464
5293.35840,-16762.89453,-883.67041
-4053.28174,-16346.40820,-698.61310
-3444.22607,-16484.73633,-763.50562
-2798.25659,-16355.12012,-817.94580
-2167.43677,-16218.83984,-867.41608
